566700.00,2004.00,3559.00,3.00,2.00,1.19,2.00
483900.00,2003.00,3045.00,2.00,2.50,1.31,2.00
397300.00,1996.00,2818.00,2.00,1.50,1.14,2.00
381500.00,1984.00,3002.00,6.00,2.00,1.08,0.00
460750.00,1997.00,2907.00,6.00,2.50,0.48,2.00
428750.00,1980.00,3586.00,2.00,1.50,0.89,2.00
428800.00,2008.00,2486.00,5.00,2.50,0.56,1.00
574750.00,2008.00,3338.00,5.00,2.00,1.27,2.00
435150.00,2004.00,2962.00,3.00,1.00,1.39,0.00
576250.00,1996.00,3809.00,5.00,2.50,1.16,1.00
531700.00,2003.00,3092.00,6.00,3.00,0.86,2.00
321950.00,2004.00,2087.00,2.00,2.50,0.76,1.00
304100.00,1996.00,2114.00,3.00,2.50,1.30,1.00
399850.00,2003.00,2593.00,3.00,2.00,1.06,1.00
459250.00,1991.00,3297.00,3.00,1.00,0.98,3.00
478600.00,2007.00,2767.00,4.00,1.50,1.07,3.00
445800.00,2003.00,3121.00,2.00,1.50,1.01,0.00
308650.00,1984.00,2719.00,2.00,2.50,1.22,0.00
488000.00,2004.00,3033.00,2.00,2.00,0.87,3.00
344550.00,1987.00,2712.00,4.00,1.00,0.85,2.00
478050.00,1982.00,3741.00,5.00,1.00,0.46,2.00
413150.00,2000.00,2381.00,4.00,3.00,1.40,3.00
495050.00,2005.00,2674.00,6.00,3.00,0.93,3.00
312400.00,2001.00,1899.00,4.00,2.00,1.17,2.00
390900.00,1991.00,2713.00,5.00,1.50,1.43,2.00
265550.00,1992.00,2061.00,2.00,2.50,1.26,1.00
484150.00,2002.00,3294.00,2.00,2.00,0.67,1.00
498300.00,2003.00,3381.00,2.00,2.00,1.41,0.00
368100.00,1995.00,2166.00,6.00,3.00,0.88,3.00
633500.00,1993.00,4160.00,6.00,2.00,1.30,2.00
415900.00,1996.00,3064.00,2.00,1.50,0.92,1.00
319700.00,1986.00,2266.00,5.00,2.50,0.82,3.00
271550.00,1984.00,2207.00,6.00,1.50,1.20,1.00
450500.00,1983.00,3240.00,5.00,2.50,0.80,3.00
304250.00,1976.00,2689.00,4.00,1.00,1.06,3.00
470500.00,1983.00,3433.00,4.00,2.00,1.37,3.00
530350.00,2009.00,3282.00,3.00,3.00,0.87,0.00
451600.00,1999.00,3130.00,2.00,1.50,0.64,2.00
355050.00,1998.00,2158.00,6.00,2.00,1.09,2.00
368700.00,1985.00,2996.00,2.00,2.50,1.12,1.00
509950.00,2001.00,3061.00,4.00,2.00,1.72,3.00
472050.00,1982.00,3865.00,2.00,2.00,0.82,1.00
521450.00,1999.00,3347.00,6.00,1.50,1.46,1.00
515750.00,2004.00,3339.00,5.00,1.50,1.16,0.00
467700.00,2000.00,2923.00,5.00,3.00,0.95,1.00
481200.00,1999.00,3215.00,4.00,1.00,0.93,2.00
203550.00,1992.00,1470.00,3.00,2.00,0.87,3.00
656650.00,1996.00,4335.00,5.00,1.00,0.76,3.00
380800.00,2008.00,2073.00,5.00,3.00,0.99,1.00
498250.00,1997.00,3525.00,3.00,2.50,0.80,0.00
364900.00,1990.00,2879.00,5.00,1.00,0.87,0.00
619850.00,1995.00,3915.00,5.00,2.00,1.84,3.00
211650.00,1985.00,1888.00,5.00,2.50,0.73,0.00
540350.00,2007.00,2950.00,5.00,3.00,1.19,3.00
434050.00,1994.00,3272.00,3.00,1.00,1.55,0.00
294300.00,2003.00,1730.00,5.00,2.50,0.82,1.00
375750.00,1997.00,2392.00,5.00,3.00,1.13,1.00
357700.00,2002.00,2367.00,5.00,1.50,1.01,0.00
453700.00,1997.00,3089.00,6.00,1.50,1.19,0.00
418050.00,1993.00,2925.00,4.00,2.50,1.12,1.00
654350.00,2006.00,4141.00,4.00,2.00,0.88,1.00
459450.00,1991.00,3341.00,2.00,1.50,0.72,3.00
515400.00,1990.00,3678.00,4.00,1.50,1.08,2.00
428450.00,1997.00,2837.00,4.00,3.00,0.86,1.00
391200.00,1982.00,3039.00,5.00,3.00,0.69,1.00
248800.00,1991.00,2164.00,3.00,1.00,1.28,0.00
514950.00,2009.00,2948.00,5.00,1.00,0.85,3.00
99200.00,1980.00,1555.00,2.00,1.50,1.23,0.00
449100.00,2019.00,2401.00,3.00,3.00,0.93,0.00
412800.00,1988.00,3064.00,2.00,3.00,0.88,2.00
237600.00,1996.00,1756.00,4.00,1.50,0.78,1.00
254550.00,1982.00,2005.00,5.00,2.00,0.92,3.00
592800.00,2007.00,3485.00,6.00,1.00,0.67,3.00
314900.00,1992.00,2536.00,2.00,1.50,0.80,1.00
342150.00,1990.00,2590.00,4.00,2.00,0.91,1.00
426650.00,2004.00,2745.00,2.00,1.00,0.66,3.00
324200.00,2000.00,2137.00,4.00,2.50,1.41,0.00
403650.00,1995.00,2693.00,6.00,3.00,0.98,0.00
517250.00,2014.00,2545.00,6.00,2.50,1.20,3.00
398350.00,1997.00,2562.00,6.00,1.50,0.77,2.00
636450.00,1997.00,4347.00,2.00,2.00,0.96,2.00
337550.00,1995.00,2314.00,2.00,2.00,1.03,3.00
336500.00,1990.00,2677.00,3.00,1.00,1.33,1.00
393150.00,1993.00,2934.00,4.00,1.00,0.87,1.00
257550.00,2003.00,1438.00,5.00,2.50,1.29,1.00
497150.00,1994.00,3442.00,4.00,2.50,0.89,1.00
638600.00,1998.00,4142.00,2.00,2.50,1.32,3.00
402000.00,2007.00,2283.00,6.00,1.00,0.97,2.00
504200.00,2007.00,2771.00,5.00,2.50,1.07,3.00
346800.00,1990.00,2449.00,4.00,3.00,0.63,2.00
661600.00,1996.00,4121.00,5.00,3.00,1.23,3.00
372200.00,1994.00,2569.00,4.00,2.50,1.29,1.00
359250.00,1995.00,2428.00,6.00,1.00,0.67,2.00
250950.00,1989.00,1935.00,6.00,2.00,1.38,0.00
457200.00,1997.00,3213.00,5.00,1.50,0.85,0.00
293700.00,1995.00,2170.00,6.00,1.00,0.88,0.00
424950.00,1976.00,3639.00,5.00,1.00,0.94,1.00
332950.00,1995.00,2249.00,4.00,3.00,1.04,1.00
456750.00,1989.00,3373.00,3.00,3.00,0.72,1.00
329100.00,1990.00,2666.00,4.00,1.50,0.78,0.00
558050.00,1997.00,3803.00,4.00,1.00,0.84,2.00
388700.00,1990.00,2843.00,3.00,3.00,1.15,1.00
363300.00,1979.00,3196.00,2.00,1.50,0.76,2.00
402500.00,1971.00,3544.00,2.00,2.00,1.06,3.00
297250.00,1988.00,2080.00,6.00,2.50,0.85,2.00
346600.00,1989.00,2694.00,4.00,2.50,1.00,0.00
395450.00,1986.00,3286.00,2.00,2.00,1.17,0.00
353850.00,1987.00,2957.00,4.00,1.00,1.02,0.00
439650.00,1998.00,2949.00,3.00,2.00,0.82,2.00
457150.00,1996.00,3348.00,2.00,1.00,1.33,1.00
475200.00,1978.00,3953.00,4.00,2.00,1.15,0.00
